ProgramID#,Program_Name,Program Description,Program_Sector,Program_Owner,Program_Output,Program_Outcome,Benefit,Strategic Objectives,Bucket,ID_Program_Name,Program Risk,Program metigation,Program_Dependence
EA-19,برنامج رفع كفاءة الوقاية من الحوادث السيبرانية والاستجابة لها,يهدف البرنامج إلى توفير منظومة أمن سيراني تقنية عالية الأمان لوزارة الحرس الوطني من خلال توحيد وتطوير التقنيات والإجراءات السيبرانية المتناثرة على مستوى الوزارة مما يساهم في حماية بيانات الوزارة والوقاية من الهجمات السيبرانية.,الشؤون التنفيذية,الشؤون التنفيذية,"نماذج ومنهجية عملية تدقيق إمتثال الأمن السيبراني
إطار إدارة مخاطر الأمن السيبراني وسجل المخاطر (بما يشمل أي نماذج ووثائق أخرى)
خطة موحدة للإستجابة للحوادث من قبل مركز العمليات الأمنية لجميع الحوادث
خطط التعافي من الكوارث للأصول الهامة
متطلبات الأمن السيبراني لإستمرارية الأعمال
مركز عمليات موحد بمراقبة جميع شبكات وزارة الحرس الوطني 
هندسة البنية الأمنية
هياكل الأمان المحدثة
خطط لمعالجة التحديات
توفير مواد التوعية السيبرانية لتلبية متطلبات برامج التوعية",رفع مستوى الحماية لمعلومات الوزارة  بنسبة (X)*,حماية بيانات الوزارة والوقاية من الهجمات السيبرانية من خلال توفير منظومة أمن سيبراني صلبة ,بناء العمل المؤسسي للوصول إلى كفاءة وفاعلية أعلى ,فعالية العمليات وزيادة الإنتاجية,EA-19_برنامج رفع كفاءة الوقاية من الحوادث السيبرانية والاستجابة لها,"بسبب عدم إختبار خطط الإستجابة للحوادث السيبرانية مسبقاُ هنالك خطر يتمثل بعدم كفاءة الخطط بعد حدوث الإختراق مما يؤثر على حماية البيانات والأصول السيبرانية للوزارة
بسبب قلة توافر المواهب المطلوبة بعد إكتمال عمليات الدمج هنالك خطر يتمثل بعدم تفعيل كافة العمليات السيبرانية مما يؤثر على حماية البيانات والأصول السيبرانية للوزارة","يجب وضع خطط الاستجابة موضع التنفيذ بانتظام قبل وقوع حادث حقيقي ، وممارسة خطة الاستجابة للحوادث سيحسن وقت الاستجابة 
برامج تدريبية لرفع كفاءة الموظفين إلى الوضع المستهدف في النموذج التشغيلي ","EA-18,EA-12,EA-17"
EA-2,برنامج تعزيز الجاهزية للتحول,يهدف البرنامج إلى مراجعة وتفصيل النموذج التشغيلي لوظائف وزارة الحرس الوطني وتطوير أنظمة ولوائح تمكن الإنتقال السلس والفعال وإدارة تحول الوزارة بشكل فعال,الشؤون التنفيذية,الشؤون التنفيذية,"نموذج تشغيلي متكامل العناصر
دليل شامل مرجعي لإدارة مرحلة التحول يحتوي على الحوكمة واللوائح والأنظمة اللازمة للأنشطة الإنتقالية",رفع جاهزية الوزارة للإنتقال للنموذج التشغيلي المستهدف,استدامة واستمرارية أعمال الوزارة بشكل مؤسسي,بناء العمل المؤسسي للوصول إلى كفاءة وفاعلية أعلى ,مواءمة الاستراتيجية والتنفيذ,EA-2_برنامج تعزيز الجاهزية للتحول,"بسبب كثرة وتعدد السياسات والأنظمة واللوائح هناك خطر متمثل بالتأخر في إعتماد السياسات والأنظمة واللوائح الخاصة في مرحلة التحول مما قد يؤثر على الجدول الزمني للمشروع
بسبب تداخل الأعمال بين الإدارات هناك خطر متعلق بإزدواجية المخرجات في وزارة الحرس الوطني مما قد يؤثر على وضوح وجودة العمليات والمخرجات
بسبب قلة المعرفة لدى منسوبي الوزارة بالنموذج التفاعلي هناك خطر في عدم وضوح النموذج التفاعلي كدليل لمنسوبي وزارة الحرس الوطني مما قد يؤثر على استخدام المنسوبين للدليل","المشاركة المبكرة للشؤون القانونية لضمان صياغة الأنظمة واللوائح
التأكد من أن جميع عمليات المخرجات واضحة ومحددة للحد من الازدواجية
إجراء عمليات نقل المعرفة بخصوص كيفية الإستفادة من النموذج التفاعلي",EA-1
EA-3,برنامج دراسة وتطوير البنية التحتية للشؤون التنفيذية,يهدف البرنامج الى تطوير وتحسين قدرات أصول البنية التحتية من خلال حصر وتطوير سجل لأصول وزارة الحرس الوطني وإنشاء المباني الإدارية والتعليمية والتدريبية في الوزارة والاشراف على تنفيذ المشاريع الإنشائية مما يحقق رفع كفاءة أصول الوزارة,الشؤون التنفيذية,الشؤون التنفيذية,"إطار عمل إدارة الأصول والمحافظ 
تفعيل أدوات إدارة الأصول
سجل لأصول البنية التحتية في الوزارة
تقرير تقييم الأصول و معدل إستخدام الأصول 
قائمة شاملة لمتطلبات المباني المتقادمة التي بحاجة إلى ترميم
عمل مقارنة الإحتياج المحدد مع المتطلبات
تطوير خطة ترميم للمباني المتقادمة
تطوير مخططات إنشائية للمباني الجديدة 
تطوير كراسات للطرح والمنافسة
طرح الكراسات للمنافسة
ترميم المباني الإدارية ومباني تقنية المعلومات
إطار عمل لترتيب أولويات المرافق  
خطة الإستثمار حسب الأولويات والإطلاق التجريبي
آليات وإجراءات العمل لتطوير الخطة السنوية للشؤون الهندسية والمرافق
دليل تشغيلي للسياسات والإجراءات للشؤون الهندسية والمرافق
الإطلاق التجريبي لخطة الشؤون الهندسية والمرافق
طرح الكراسات للمنافسة
إنشاء المباني حسب المخططات","رفع القدرة الإستيعابية للمباني الإدارية والتعليمية والتدريبية ومباني تقنية المعلومات لإستيعاب الوظائف الحالية والمستحدثة في النموذج التشغيلي المستهدف بنسبة()*
30٪ مساحات خضراء في مجمعات الوزارة",رفع كفاءة استخدام أصول وزارة الحرس الوطني بنسبة (X)*,بناء العمل المؤسسي للوصول إلى كفاءة وفاعلية أعلى ,فعالية العمليات وزيادة الإنتاجية,EA-3_برنامج دراسة وتطوير البنية التحتية للشؤون التنفيذية,"بسبب عدم وجود أمثلة معيارية ملائمة لطبيعة عمل الوزارة هنالك خطر متمثل في معرفة أفضل الممارسات وتحديد الفجوات لتصنيف الأصول مما يؤدي إلى ضعف مخرجات البرنامج
بسبب وجود عدد من المبادرات تعنى بتحسين وترميم البنى التحتية، هناك خطر يتمثل في عدم توفر مرافق بديله خلال فترة الترميم، مما يؤثر على تقديم الخدمة خلال هذه الفترة وجودتها","العمل على امثله معياريه ملائمة لطبيعة عمل الوزارة لمعرفه أفضل الممارسات وتحديد الفجوات 
البحث المبكر عن بدائل لتقديم الخدمات بشكل مؤقت، والنظر في إمكانية توفير مبلغ إضافي يستخدم عند عدم توفر البدائل المناسبة","EA-3,EA-TBD"
EA-4,برنامج تطوير المشتريات والتسليح,يهدف البرنامج إلى تفعيل وكالة المشتريات والتسليح وإدارة المشتريات العامة بأقسامها الفرعية من خلال تطوير السياسات والإجراءات وتقديم الدعم بإعداد مواد تدريبية من خلال الإستعانة بالخبراء,الشؤون التنفيذية,الشؤون التنفيذية,"السياسات والإجراءات بإدارات وكالة المشتريات والتسليح: إسناد المشتريات والتسليح ،تخطيط المشتريات والتسليح، برامج المشتريات والتسليح
السياسات والإجراءات بالأقسام الفرعية لإدارة المشتريات العامة: عمليات المشتريات محفظة مشتريات القدرات، تخطيط وسياسات المشتريات
استراتيجية لإدارة عقود وزارة الحرس الوطني وسياسات مصاحبة
مواد تدريبية لموظفين وكالة المشتريات والتسليح وتكامل القوات والقدرات وإدارة المشتريات العامة
وثائق ونماذج وقوالب لموظفين وكالة المشتريات والتسليح وتكامل القوات والقدرات وإدارة المشتريات العامة","ضمان تفعيل وكالة المشتريات والتسليح
عقد شراكات إستحواذ محلية رسمية مع الشركاء في المنظومة 
رفع قدرة التركيز على المستهدفات والأولويات الاستراتيجية من خلال خفض الإرتباطات الإدارية",رفع كفاءة استخدام أصول وزارة الحرس الوطني بنسبة (X)*,بناء العمل المؤسسي للوصول إلى كفاءة وفاعلية أعلى ,رفع كفاءة الإنفاق,EA-4_برنامج تطوير المشتريات والتسليح,"بسبب الإعتماديات بين المبادرات, هنالك خطر يتمثل في عدم القدرة على البدء في تنفيذ المبادرات حسب المخطط له مما يؤثر على إنجاز مخرجات البرنامج بالوقت المحدد والجودة المطلوبة.
بسبب تفعيل وكالة جديدة  ذات طبيعة خاصة هناك خطر يتمثل بتوظيف قوى عاملة لا تمتلك المؤهلات المناسبة  لإدارة الوكالة مما يؤثر على القدرة التشغيلية للوكالة.
بسبب طبيعة البرنامج الخاصة وإرتباطها بالتوجيهات الوطنية والأمنية هناك خطر يتمثل بتغير التوجهات السياسية على مستوى الدولة بما يخص المشتريات والتسليح مما يؤثر على القدرة بالتحكم وضمان إستمرارية الإتفاقيات والعقود الخاصة بالمشتريات العسكرية 
بسبب إختلاف طبيعة الوكالة هناك خطر يتمثل بعدم شمولية السياسات الاستراتيجية وتكاملها بين القطاعات مما يؤثر على  الكفاءة التشغيلية والمواءمة بين القطاعات","العمل على تحديد الاعتماديات المرتبطة بالمخرجات ومتابعة سير الإنجاز والمخرجات حسب المدة الزمنية المخطط لها ومواءمة ذلك مع المبادرات ذات العلاقة وضمان تسليم المخرجات في الوقت المحدد
العمل على وضع معايير لاختيار القادة للوكالة وإدارتها حسب احتياج الوكالة وأفضل الممارسات 
العمل على مواكبة المستجدات للتوجهات الوطنية والأمنية في القطاع ومواءمتها مع الخطط والإجراءات والسياسات الخاصة بالوكالة  
العمل على حصر البدائل للاسلحة المتاحه في السوق وتجهيز العقود لحالات الطوارئ.","EA-4,EA-24"
EA-5,برنامج رفع كفاءة إدارة المحافظ والمشاريع,يهدف البرنامج إلى تفصيل النموذج التشغيلي لمكتب إدارة المشاريع المؤسسي ومكاتبه الفرعية وتفعيل جميع أبعاد النموذج التشغيلي ويتضمن سياسات والإجراءات مما يضمن رفع كفاءة المشاريع ومواءمتها مع التوجهات الاستراتيجية ,الشؤون التنفيذية,الشؤون التنفيذية,"تفعيل النموذج التشغيلي لمكتب إدارة المشاريع المؤسسي وأحد مكاتب إدارة المشاريع الفرعية وتفعيل أدوراهم 
تفصيل النموذج التشغيلي لمكاتب إدارة المشاريع الفرعية على مستوى الوزارة وتفعيلها","ضمان تفعيل إدارة المشاريع في الوزارة
رفع قدرة التركيز على المستهدفات والأولويات الاستراتيجية من خلال خفض الإرتباطات الإدارية","رفع كفاءة ادارة مشاريع الوزارة بنسبة (X)*
رفع مستوى مواءمة المشاريع مع التوجه الاستراتيجي بنسبة (X)*",بناء العمل المؤسسي للوصول إلى كفاءة وفاعلية أعلى ,رفع كفاءة الإنفاق,EA-5_برنامج رفع كفاءة إدارة المحافظ والمشاريع,"بسبب إعتماد البرنامج على تعيين منسوبي مكاتب إدارة المشاريع الفرعية هناك خطر بعدم إستقطاب القيادات والكفاءات الملائمة لدور إدارة المراجعة الداخلية مما يؤثر على تبني السلوكيات والثقافة المستهدفة وإنخفاض مستوى أنشطة التأكيد والرقابة المرتبطة بالمستهدفات الإستراتيجية.
بسبب تفعيل دور إدارة المشاريع هناك خطر مقاومة التغير ورفض الرقابة من أصحاب المصلحة مما  قد يؤثر على الخط الزمني لتفعيل مكتب إدارة المشاريع","العمل على تحديد الاحتياج الفعلي والكفاءات المطلوبة لإدارة المحافظ والمشاريع وتوفير فرص وظيفية متوائمه مع الاحتياج والخبرات المطلوبة
 العمل على تضمين أصحاب المصلحة في المراحل الأولى من تنفيذ المبادرات الخاصة بالبرنامج وعمل ورش العمل لرفع ارتباط أصحاب المصلحة وتهيئتهم للعمل",EA-5
EA-6,برنامج رفع كفاءة التخطيط المالي,يهدف البرنامج إلى المساهمة في تقدير النفقات المالية المستقبلية على المدى الطويل من خلال رفع قدرات تخطيط الميزانية والتخطيط الوظيفي مما يحقق رفع الكفاءة المالية في وزارة الحرس الوطني.,الشؤون التنفيذية,الشؤون التنفيذية,"تقرير عن التقديرات المالية لوزارة الحرس الوطني على المدى الطويل
تقرير عن كيفية الإستفادة من فائض ميزانية وزارة الحرس الوطني
إجراءات تفصيل دورة الميزانية للإدارات المختلفة
نماذج وإرشادات وضع الميزانية لإدارة الميزانية
الخطة التفصيلية للميزانية الوظيفية للوزارة
سياسات وإجراءات التخطيط الوظيفي وتخطيط الميزانية
آليات العمل والنماذج الخاصة بالتخطيط الوظيفي وتخطيط الميزانية
تطوير العمليات والأنشطة لجميع مخرجات الإدارة المالية
تطوير قائمة بأفضل الممارسات والأدوات لتطوير جميع مخرجات الإدارة المالية بوزارة الحرس الوطني","رفع كفاءة تخطيط الميزانية بالوزارة بنسبة()*
خطة ميزانية متعددة السنوات (3 سنوات) موافق عليها",رفع كفاءة الإنفاق لوزارة الحرس الوطني بنسبة (X)*,بناء العمل المؤسسي للوصول إلى كفاءة وفاعلية أعلى ,رفع كفاءة الإنفاق,EA-6_برنامج رفع كفاءة التخطيط المالي,"بسبب إعتماد برنامج رفع كفاءة التخطيط المالي على البيانات هناك خطر بعدم وجود بيانات عن المصروفات على مستوى الأقسام أو الوظائف مما قد يؤثر على جودة المخرجات
بسبب تنوع الأنشطة في وزارة الحرس الوطني هناك خطر بعدم تغطية كافة الأنشطة الوظيفية في وزارة الحرس الوطني خلال الفترة الإتقالية مما يؤثر على جودة المخرجات وصحتها بما فيها جودة متطلبات الميزانية","التشارك مع الجهات المعنية الرئيسية الوظيفية لتقدير النفقات السابقة أو استخدام البيانات البديلة المناسبة لتوقع النفقات المستقبلية للوزارة
الحرص والمتابعة المستمرة على تغطية كافة الأنشطة الوظيفية خلال فترة تنفيذ البرنامج","EA-1,EA-6"
EA-7,برنامج رفع فاعلية اتخاذ القرار,يهدف البرنامج إلى تفعيل حوكمة وزارة الحرس الوطني على المستويين الاستراتيجي والتشغيلي من خلال دعم آليات اتخاذ القرار وتفصيل مواثيق اللجان ويشمل ذلك تفعيل وتشكيل فرق العمل مما يساهم في رفع كفاءة القرارات.,الشؤون التنفيذية,الشؤون التنفيذية,"نموذج تقديم خدمات مفصل لإدارة الأمن السيبراني
تشكيل لجان المستويات التشغيلية لوزارة الحرس الوطني
إعداد لجان الإشراف من وزارة الحرس الوطني ومستويات اللجان الاستراتيجية 
تفعيل لجنة تأكيد المخاطر والمراجعة الداخلية ","رفع مستوى المساءلة وسرعة إتخاذ القرار من خلال خفض 80% من اللجان التكتيكية
ضمان تفعيل اللجان الاستراتيجية","زيادة الكفاءة بنسبة (X)* لمختلف الأنشطة الوظيفية الرئيسية في الوزارة
توفير ما يفوق2,700 فرصة عمل في القطاع الخاص ",بناء العمل المؤسسي للوصول إلى كفاءة وفاعلية أعلى ,فاعلية اتخاذ القرار,EA-7_برنامج رفع فاعلية اتخاذ القرار,"بسبب تفعيل الحوكمة التشغيلية هناك خطر مقاومة عالية للتغيير من اللجان المتوقع تقليصها أو دمجها مع لجان أخرى مما قد يؤثر على تفعيل الهيكل والحوكمة بالشكل الصحيح
بسبب تأثير المخاطر على اتخاذ القرارات هناك خطر يتمثل في التعامل مع المخاطر بصورة منعزلة عن الآثار الاستراتيجية مما قد يؤثر على السياسات والإجراءات في الوزارة","عقد ورش عمل مع أصحاب المصلحة  لشرح الهدف من البرنامج والمنفعة المتوقعة.
دعوة كبار القادة المسؤولين عن مصادر المخاطر المحددة إلى اجتماعات اللجنة ومراجعة المخاطر بصورة شاملة وذلك لتحديد الاتجاهات والأنماط والآثار الإستراتيجية المحتملة.","EA-2,EA-7,EA-1"
EA-8,رفع كفاءة وجودة الخدمات الممكنة في وزارة الحرس الوطني,يهدف البرنامج إلى تفعيل دور الأدارة العامة للخدمات المشتركة وتوسيع نطاق عملها وتطوير وحدات مركزية على متسوى وزارة الحرس الوطني مما يحقق رفع فعالية خدمات الوزارة.,الشؤون التنفيذية,الشؤون التنفيذية,"إنشاء وحدة مركزية لجميع الإستشارات والمرئيات القانونية المقدمة إلى القيادة من قبل وزارة الحرس الوطني والمنظومات الأمنية الأخرى من خارج الوزارة
إنشاء وحدة مركزية لحفظ جميع سياسات الوزارة
تطوير وحدة مركزية ونماذج للعقود والإتفاقيات في الوزارة
إجراءات وآليات الوصول للمعلومات
إنشاء وحدة مركزية للسجلات القانونية  العسكرية والعملياتية
السياسات والإجراءات للإدارة العامة للخدمات المشتركة
نماذج وقوالب لإدارة الخدمات المركزية في الوزارة
تفصيل لنموذج تقديم الخدمة المطور في النموذج التشغيلي المستهدف
إتفاقيات مستوى خدمة لخدمات إدارة الخدمات المشتركة","زيادة الكفاءة بنسبة 34٪ في الأنشطة الإدارية 
رفع فاعلية خدمات الوزارة بنسبة (X)*","زيادة الكفاءة بنسبة (X)* لمختلف الأنشطة الوظيفية الرئيسية في الوزارة
توفير ما يفوق2,700 فرصة عمل في القطاع الخاص ",بناء العمل المؤسسي للوصول إلى كفاءة وفاعلية أعلى ,رفع كفاءة الإنفاق,EA-8_رفع كفاءة وجودة الخدمات الممكنة في وزارة الحرس الوطني,بسبب تفعيل وحدات جديدة هناك خطر يتمثل في صعوبة فهم آلية عمل الوحدات الجديدة ومدى تأثيرها على باقي الوحدات والاقسام ومقاومتها من قبل إدارات وزارة الحرس الوطني مما يؤثر على سير الأعمال في الوزارة,تقديم ورش عمل وبرامج عن فوائد تفعيل الوحدات وتوفير التدريب المطلوب لتمكين الانتقال السهل إلى كفاءة الخدمات الممكنة,"EA-1,EA-2"
EA-9,برنامج إدارة المخاطر والامتثال,يهدف البرنامج إلى تطوير منظومة المراجعة والتدقيق ويشمل ذلك تفعيل الإدارة العامة للحوكمة والمخاطر والإلتزام وإدارة المراجعة الداخلية وإدارة البلاغات في الوزارة مما يحقق رفع نسبة فاعلية اتخاذ القرار,الشؤون التنفيذية,الشؤون التنفيذية,"تطوير وتفعيّل دور إدارة المراجعة الداخلية وإدارة دعم الأعمال والبدء ببرنامج التأكيد على مستوى خط الدفاع الثالث، 
تطوير وتنفيذ الإجراءات والسياسات والأنظمة
 إعداد خطط الأعمال السنوية وتقديم المشورة حول الضوابط والكفاءة والفاعلية في كافة جهات الوزارة.
تطوير وتفعيّل دور إدارة البلاغات في الوزارة
تفعيل الإدارة العامة للحوكمة والمخاطر والإلتزام من 
تطوير وتفصيل السياسات 
الدليل التشغيلي للإدارة والبيانات والأمن السيبراني
التوظيف بناءً على الإحتياج المستهدف 
وضع وتفصيل سياسات  وإجراءات الإدارة
تفعيل أولي للإدارة والسياسات والإجراءات وتنفيذ الأنشطة 
تطوير وتحسين الإجراءات 
إطلاق وتفعيل الإدارة النهائي
تقييم والتوصية بالإحتياجات التدريبية والوظيفية لخطوط الدفاع الثلاث مع خطط التدريب","إدارة مركزية موحدة لإدارة المخاطر والرقابة عليها
تفعيل دور إدارة التدقيق
رفع قدرة التركيز على المستهدفات والأولويات الاستراتيجية من خلال خفض الإرتباطات الإدارية","رفع كفاءة وفاعلية منظومة التدقيق والالتزام في الوزارة
توفير ما يفوق2,700 فرصة عمل في القطاع الخاص ",بناء العمل المؤسسي للوصول إلى كفاءة وفاعلية أعلى ,فاعلية اتخاذ القرار,EA-9_برنامج إدارة المخاطر والامتثال,"بسبب عدم القدرة على استقطاب القيادات والكفاءات الملائمة لدور إدارة المراجعة الداخلية وإدارة المخاطر هنالك خطر يتمثل في إنخفاض مستوى أنشطة التأكيد والرقابة المرتبطة بالمستهدفات الإستراتيجية مما  قد يؤثر على تحقيق المستهدفات الاستراتيجية للوزارة
بسبب التشكيل الجديد للارتباطات الوظيفية بين خطي الدفاع الثاني والثالث هنالك خطر يتمثل في مقاومة التغيير مما قد يؤثر على سير خطة تنفيذ البرنامج","استقطاب قيادات وكفاءات ملائمه لدور إدارة المراجعة وإدارة المخاطر لرفع مستوى انشطة التأكيد والرقابة المرتبطة بالمستهدفات الإستراتيجية
اشراك الإدارات المدرجة على خطي الدفاع الثاني والثالث في تشكيل الارتباطات الوظيفية المستهدفة بشكل مبكر لتسهيل تنفيذ البرنامج وتحقيق النتائج المرجوة","EA-2,EA-9"
EA-20,برنامج تعزيز قدرات التواصل الداخلي والإعلام,يهدف البرنامج إلى تطوير استراتيجية التواصل الداخلي في  وزارة الحرس الوطني ورفع قدرات إدارة الإعلام وإطلاق منصة التواصل الداخلي مما يحقق رفع كفاءة وفاعلية أداء التواصل والإعلام في الوزارة,الشؤون التنفيذية,الشؤون التنفيذية,"تطوير إجراءات خاصة بمراجعة المحتوى
وضع أليات لتطوير المحتوى والرسائل لوزارة الحرس الوطني","رفع فاعلية الوزارة على إيصال الرسائل بنسبة ()*
(من خلال تحسين قدرات الإعلام والتواصل)

(تفعيل منصة التواصل الداخلي لوزارة الحرس الوطني)","رفع كفاءة وفاعلية أداء التواصل والإعلام في الوزارة بنسبة (X)*
(بقياس عدد مرات التفاعلات)
(بقياس معدل التفاعل والقدرة على تحقيق اهداف الوزارة عبر ايصال الرسائل المرجوة)",بناء العمل المؤسسي للوصول إلى كفاءة وفاعلية أعلى ,تحسين التواصل,EA-20_برنامج تعزيز قدرات التواصل الداخلي والإعلام,بسبب ضعف التواصل الداخلي وتفاوت قنواته ونوعيته هناك خطر بإنخفاض جاهزية مركز الإتصال والإعلام بالوزارة مما يؤثر على جودة المخرجات ,الإشراك المستمر لأعضاء مركز الاتصال والإعلام بالوزارة في تطوير الاستراتيجية وتنفيذها,EA-1
EA-21,برنامج تطوير رأس المال البشري,يهدف البرنامج إلى تطوير خطة توظيف شاملة على مستوى وزارة الحرس الوطني لضمان الإنتقال السلس للنموذج التشغيلي المستهدف وتحديد القدرات القيادية المطلوبة وتفعيل منظومة قياس الأداء في الوزارة مما يحقق جودة في عملية التوظيف وتحفيز الموظفين ,الشؤون التنفيذية,الشؤون التنفيذية,"خطة التوظيف الشاملة لوزارة الحرس الوطني
خطة الإنتقال لوزارة الحرس الوطني
ملء شواغر النموذج التشغيلي المستهدف بالإستعانة بالكوادر الحالية المتوافقة مع متطلبات الوظائف
قائمة المناصب القيادية والهامة ومتطلباتها
معايير تقييم المناصب القيادية والهامة
التوصيات بشأن التعيينات على الوظائف القيادية والهامة
تصميم المسارات الوظيفية للعسكرين والمدنيين
تصميم خطة تطوير وظيفية لكل مسار وظيفي
خطة تفعيل تفصيلية لكل قدرة حرجة لمرحلة التأسيس
خطة إنتقالية لمتقاعدي وزارة الحرس الوطني
فرص مع أصحاب عمل خارجيين
إطار لإدارة المواهب
نظام لإدارة الأداء الوظيفي
معايير لإستكشاف أصحاب الإمكانيات العالية
لوحة معلومات مؤشرات الأداء الوظيفي الرئيسية
سياسات وإجراءات لإدارة الأداء
تطوير نماذج تقارير الأداء","تحسين تحفيز الموظفين ورفع معنوياتهم 
رفع جودة عملية التوظيف داخل الوزارة ",أكثر من 1 مليار  ريال سعودي وفورات في التوظيف والتدريب ,تحقيق التميز من خلال تنمية الموارد البشرية والقدرات ,رفع كفاءة الإنفاق,EA-21_برنامج تطوير رأس المال البشري,"بسبب نقص الموارد في وزارة الحرس الوطني هناك خطر بالتأخير في تفعيل القدرات الوظيفية مما يؤثر على التفعيل في الوقت المناسب
بسبب عدم وجود خطة تواصل للتعريف بالمسارات الوظيفية
هناك خطر متمثل في عدم معرفة جميع الموظفين بالمسارات الوظيفية وخطط التطوير مما يؤثر على الخروج بالفوائد المرجوة من تحديد المسارات الوظيفية
بسبب عدم مشاركة الإستشاري جميع القدرات للمحافظة على سرية المعلومات هناك خطر بالقدرة على تحديد وتفعيل جميع القدرات الوظيفية ذات الأهمية العالية مما يؤثر على جودة مخرجات المبادرة المعنية
بسبب عدم إشراك أصحاب المصلحة والمعنيين من المتقاعدين أو المقبلين على التقاعد هناك خطر في عدم توافق بين أهداف الخطة الإنتقالية وأهداف المتقاعدين مما يؤثر على القدرة بالخروج بعملية متكاملة وشاملة لدعم تطوير المتقاعدين 
بسبب قلة مشاركة القادة بتحديد وتنفيذ إطار عمل التقييم وإدارة المواهب هناك خطر بعدم توفر المعلومات لتمكين مراقبة الأداء مما يؤثر بالحصول على تقييمات متأخرة وذات جودة منخفضة","تطوير نماذج توظيف بديلة لضمان تفعيل قدرات وزارة الحرس الوطني في الوقت المناسب
عقد ورش عمل وبرامج تدريبية لمنسوبي وزارة الحرس الوطني للتعريف بالمسارات الوظيفية وخطط التطوير
تكوين فريق اخر من الوزارة لدراسة القدرات الحساسة
العمل على وضع متطلبات المتقاعدين كشرط أساسي للبرامج
تطوير عمليات بديلة لجمع البيانات المطلوبة لتمكين إدارة الأداء وتزويد جميع القادة بالتدريب والتواصل فيما يتعلق بأدوارهم في عملية التقييم","EA-21,EA-1"
