ProgramID#,Program_Name,Program Description,Program_Sector,Program_Owner,Program_Output,Program_Outcome,Benefit,Strategic Objectives,Bucket,ID_Program_Name,Program Risk,Program metigation,Program_Dependence
HA-5, برنامج تحسين الكفاءة والاستدامة المالية,"يهدف البرنامج لتعزيز الموارد المالية وتقليل الإنفاق من خلال بناء السياسات والإجراءات وتوفير الأنظمة اللازمة لتحقيق التوازن المالي
",الشؤون الصحية,الإدارة المالية,"خطة عمل لتحقيق مستهدفات استراتيجية الاستدامة المالية
نظام الي يقلل الهدر في صرف الأدوية
أداة تحليل وتخطيط لتحسين الاستخدام الأمثل للموارد
نظام إدارة دورة الإيرادات 
قائمة الخدمات مرتبطة مع الأسعار  
تفعيل أنظمة ادارة الصحة العامة ونظام الفوترة وإدارة دورة والإيرادات وأداة نمذجة رقمية تنبؤية للتحليلات المتقدمة
تقرير مقارنة معيارية للأسعا في جهات مماثلة","هيكلة تكاليف الخدمات بنسبة 100%*
اسناد الخدمات المساندة  ذات الجدوى للقطاع الخاص والغير ربحي
زيادة شبكة تغطية شركات التامين
انخفاض بنسبة 25٪ في التكلفة للفرد (من 11.7 ألف ريال سعودي للفرد إلى 8.9 ألف ريال)","مضاعفة تقديم الخدمات للمستفيدين 
(زيادة تقديم الخدمة من 54% من إجمالي المستحقين إلى 100%  من إجمالي المستحقين 

زيادة مصادر  دخل مراكز الاعمال (من 343 مليون ريال سعودي إلى 564 مليون ريال سعودي)",تقديم أفضل خدمات الرعاية الصحية,يتم تحديدها لاحقا,HA-5_ برنامج تحسين الكفاءة والاستدامة المالية,"عدم الوضوح في مسؤوليات الحوكمة والتأخير في عملية صنع القرار بسبب اشتمال البرنامج على طبقات متعددة من الإدارة بما في ذلك مجالس الإدارة واللجان وأنظمة إدارة الأداء مما يؤدي إلى تأخير تنفيذ التغييرات الإستراتيجية وتحقيق أهداف البرنامج مما يؤثر على المواءمة التنظيمية, 
  حدوث تحديات في التكامل بسبب الاعتماد على العديد من الموردين لحلول البيانات وأدوات التحليلات مما يؤدي إلى التأثير على جودة مخرجات البرنامج وتوقيتها ,
حدوث اختلافات ثقافية تؤثر على فهم معايير الجودة ومقاييس الأداء بين الشركاء بسبب اختلاف طبيعة الشراكات بين القطاعين الخاص والحكومي مما يؤدي إلى اختلال أهداف البرنامج ويؤدي إلى شراكات غير فعالة لا تخدم وزارة الحرس الوطني بكفاءة","تبسيط هيكل الحوكمة وتحديد مسؤوليات واضحة لكل جهة, 
الاعتماد على مورد واحد للتأكد من توافق الحلول وإجراء اختبارات مكثفة, 
تطوير بروتوكولات جديدة تأخذ بعين الاعتبار الاختلافات الثقافية، وتنظيم ورش عمل لتبادل الأفكار والأفضليات.","HA-6,HA-5"
HA-6,برنامج التحول المؤسسي ,يهدف البرنامج لتطوير وتفعيل نموذج تشغيلي تفاعلي متكامل يمكن الشؤون الصحية بالقيام بأدوارها بشكل فعال مما يساهم في دعم عملية التحول بكفاءة وفعالية,الشؤون الصحية,الشؤون الاستراتيجية/أو المدير التنفيذي للشؤون الصحية,"تفعيل النموذج التشغيلي المحدث للشؤون الصحية
تفعيل نموذج التفاعل والسياسات والاجراءات الرئيسية داخلياً بين مركز الأبحاث والجامعة مع المستشفيات/ المدن الطبية ومراكز التميز والطب العسكري الميداني
تفعيل هياكل مجالس الإدارة واللجان وانظمة إدارة الاداء البحثية والأكاديمية",تفعيل الكيان القانوني  الجديد ,رفع الكفاءة التشغيلية على مستوى الشؤون الصحية بوزارة الحرس الوطني,تقديم أفضل خدمات الرعاية الصحية,يتم تحديدها لاحقا,HA-6_برنامج التحول المؤسسي ,"التغييرات في ترتيبات الإدارة أو الشراكة قد تتعارض مع اللوائح الحالية أو متطلبات الترخيص بسبب إعادة تنظيم هياكل الإدارة في مجال الرعاية الصحية وإقامة شراكات مع الجهات الحكومية والخاصة مما يؤدي إلى عدم الالتزام التنظيمي إلى فرض غرامات أو تحديات قانونية أو إيقاف أجزاء من البرنامج، مما يؤثر على توافقه مع الأهداف الإستراتيجية وإعاقة فعاليته, 
عدم فهم  العمليات الجديدة  أو عدم تفعيلها بشكل مناسب من قبل جميع أصحاب المصلحة بسبب تضمن البرنامج تنفيذ عمليات جديدة للحوكمة ومقاييس الأداء وارتباطات الشراكة مما يؤدي إلى عدم الكفاءة، مما يؤثر على قدرة البرنامج على تحقيق أهدافه والمواءمة مع الاستراتيجيات التنظيمية","تكليف فريق قانوني للتحقق من التوافق التنظيمي وتحديد أي تداولات قانونية محتملة, 
 إعداد دليل مفصل للعمليات الجديدة وتنظيم ورش عمل توعية","HA-2,HA-6,HA-7"
HA-8,برنامج تطوير عمليات الموارد البشرية  ,يهدف البرنامج الى تطوير عمليات الموارد البشرية من خلال أتمتة الاجراءات وتفعيل نموذج تشغيلي يساعد على سرعة اتخاذ القرار ومرونة تنفيذ العمليات  ,الشؤون الصحية,إدارة الموارد البشرية,"تفعيل وتنفيذ إستراتيجية الموارد البشرية 
تفعيل نظام إدارة الموارد البشرية
توصيات دراسة تطوير سلم الرواتب الموحد لمنسوبي الشؤون الصحية   ","اتمتة جميع إجراءات عمليات الموارد البشرية 
سلم رواتب محدث معتمد 
عدد المخرجات من الإدارة مقابل المخرجات المخطط لها  ","
متوسط الوقت للملء الوظيفة الشاغرة

رفع معدل الاحتفاظ بالموظفين

استقطاب الموظفين

رفع نسبة رضا الموظفين من خلال توفير بيئة عمل أفضل",تقديم أفضل خدمات الرعاية الصحية,يتم تحديدها لاحقا,HA-8_برنامج تطوير عمليات الموارد البشرية  ,"ارتفاع النفقات التشغيلية بسبب موائمة سلم الرواتب مع الجهات الصحية المماثلة  مما يؤدي إلى عدم اعتماد مخرجات البرنامج ,
عدم الموافقة أو تأخر الموافقات بسبب  عدم أخذ في الاعتبار الزيادات المحتملة في تكاليف الحوافز والزيادات في سلم الرواتب مما يؤدي إلى  تأثيرًا مضاعفًا على تحقيق أهداف البرنامج والأهداف التنظيمية للوزارة","مراجعة جميع الأنظمة اللوائح المتعلقة خلال الدراسة,
 دراسة أنظمة الجهات الحكومية ذات الأثر  مثل وزارة المالية وضمان الموائمة المسبقة ",HA-8
HA-9,برنامج تنمية الكادر الإداري ,يهدف البرنامج لتنمية الموارد البشرية للكادر الإداري من خلال رفع الجدارات وتنفيذ خطط تعاقب وظيفية ,الشؤون الصحية,إدارة الموارد البشرية,"خطط التعاقب للمناصب الاشرافية
مسارات وظيفية محدثة لجميع المناصب
خطة وظيفية توضح النشاطات الرئيسية لكل وظيفة
خطة تدريب رفع القدرات والجدارات
تدريب الموظفين على المهارات المطلوبة بناءً على خطة التدريب","تفعيل  المسارات والخطط الوظيفية المطورة 
اكتمال تدريب الموظفين حسب خطة التدريب","
متوسط الوقت للملء الوظيفة الشاغرة

رفع معدل الاحتفاظ بالموظفين

استقطاب الموظفين

رفع نسبة رضا الموظفين من خلال توفير بيئة عمل أفضل",تقديم أفضل خدمات الرعاية الصحية,يتم تحديدها لاحقا,HA-9_برنامج تنمية الكادر الإداري ,"عدم اتساق برامج التدريب بسبب عدم تحديد احتياجات التدريب للكادر الإداري بدقة مما يؤدي إلى فجوة في  المهارات والتأثير على أداء العمل , 
انخفاض جاذبية للتوظيف الإداري المستقبلي بسبب فشل البرنامج في تقديم التحسينات المتوقعة في المهارات مما يؤدي إلى  شح المواهب بصورة العامة","إجراء تقييمات دورية لاحتياجات التدريب, 
 تحديد الفجوات في المهارات وتطوير برامج تدريب ملائمة",HA-8
HA-10,برنامج ازدهار  ورفاهية منسوبي الشؤون الصحية,يهدف البرنامج لتطوير القدرات وتعزيز الابداع والابتكار وخلق بيئة عمل إيجابية لضمان تنمية ازدهار وراحة منسوبي الشؤون الصحية ورفع درجة ارتباطهم واعتزازهم بالمنظومة,الشؤون الصحية,إدارة الموارد البشرية,"خطة الانتقال لتنفيذ برنامج تقدير الموظف
تنفيذ خطة التواصل لتعزيز ثقافة العائلة الواحدة بين قياديي وموظفي الشؤون الصحية في جميع المناطق
تنفيذ خطة التواصل التي ستحتوي على اجتماعات دورية مفتوحة وندوات تدريبية ومنشورات دورية فيما يخص رفاهية العمل
برنامج معالجة مكونات السكن المتهالكة / الملحة","اكتمال 100% حسب خطة ترميم المباني
انتقال الكادر التمريضي بنسبة 100% للمساكن المجددة
تحقيق أكثر من 80% من رضى الموظفين على مستوى التواصل  بين المنظومة والموظف","
متوسط الوقت للملء الوظيفة الشاغرة

رفع معدل الاحتفاظ بالموظفين

استقطاب الموظفين

رفع نسبة رضا الموظفين من خلال توفير بيئة عمل أفضل",تقديم أفضل خدمات الرعاية الصحية,يتم تحديدها لاحقا,HA-10_برنامج ازدهار  ورفاهية منسوبي الشؤون الصحية,"انعزال المشاريع بسبب احتواء البرنامج  على مشاريع متعددة بمتطلبات متنوعة مما يؤدي إلى عدم وجود تظافر وكفاءة في تحقيق أهداف البرنامج
تناقضات في عملية صنع القرار بسبب عدم وجود لجنة توجيهية مخصصة للبرنامج مما يؤدي إلى نتائج غير متسقة للمشاريع والفشل في تحقيق أهداف البرنامج","إقامة اجتماعات تنسيقية، وربما استخدام نظام إدارة المشروعات, 
تعيين أعضاء اللجنة، تطوير جدول زمني للاجتماعات، توفير معلومات لدعم القرار","HA-8,HA-3,EA-3"
HA-1,برنامج تأسيس وتطوير  البنية التحتية للرعاية الوقائية,يهدف البرنامج لتأسيس وتطوير بنية تحتية تساعد على تقديم خدمات الرعاية الوقائية للمستفيدين من أنشاء وتوسع مراكز الرعاية الأولية بالإضافة الى تصميم برامج صحة المجتمع وتأسيس الصحة العامة  ,الشؤون الصحية,إدارة الرعاية الأولية/مكتب إدارة المشاريع,"انشاء 20 مركز صحي أولي في مناطق المملكة 
مراكز رعاية أولية مجددة 
حصر المستفيدين وتسجيلهم 
تفعيل ادارة الصحة العامة","تدشين 20  مركز  رعاية  أولي جديد
اكتمال ترميم  جميع مراكز الرعاية الأولية حسب الخطة وإطلاق خدمة  الرعاية العاجلة 
حصر وتسجيل جميع المستفيدين
رفع نسبة الكشف المبكر  للأمراض",معدل النتائج الصحية للمستفيدين,تقديم أفضل خدمات الرعاية الصحية,يتم تحديدها لاحقا,HA-1_برنامج تأسيس وتطوير  البنية التحتية للرعاية الوقائية, تجاوز الميزانية المخصصة بسبب متطلبات الإنفاق الرأسمالي غير المتوقعة في البنية التحتية للبيانات مما يؤدي إلى موافقات تمويل إضافية قد تسبب  تأخيرات,إجراء تقييم دوري للمتطلبات المالية والتأكد من التواصل مع الجهات التمويلية ذات الصلة في اوقت المناسب,"HA-6,HA-1,HA-4"
HA-2,برنامج تفعيل الرعاية الوقائية ,يهدف البرنامج لتعزيز مفهوم الرعاية الوقائية وتحسين صحة المجتمع من خلال إجراء حملات توعوية وتحسين الوصول للخدمات الصحية لمجتمع المستفيدين,الشؤون الصحية,إدارة الصحة العامة,"الفحص الصحي للعسكريين
تحديث البيانات الصحية للعسكريين
حملة فحص المستفيدين
خطة تنشيط مرضى امراض المزمنة
حملات توعوية
خطة تدريب الموظفين على تنفيذ الحملات التوعوية
تسجيل المستفيدين لدى اطباء أسرة","فحص 100%  من المستفيدين (المدنيين والعسكريين)
زيادة عدد زيارات المستفيدين للرعاية الأولية بنسبة  %6 خلال السنة الأولى من انتهاء البرنامج 
ربط 100% من مستفيدي الحرس الوطني المسجلين بطبيب أسرة*",معدل النتائج الصحية للمستفيدين,تقديم أفضل خدمات الرعاية الصحية,يتم تحديدها لاحقا,HA-2_برنامج تفعيل الرعاية الوقائية ,"احتمال حدوث فجوة بين القدرات الحالية والمهارات المطلوبة  بسبب اختصاص المهارات المطلوبة للبرنامج مما يؤدي إلى التأثير على جودة مخرجات البرنامج , 
عدم جذب عدد كافٍ من أصحاب المصلحة بسبب طبيعة البرنامج استهداف الصحة الوقائية  ربما لا يشعر بعض الشرائح من المستفيدين أي فائدة بشكل مباشر مما يؤدي إلى انخفاض التأثير والتفاعل الإيجابي والكامل من أصحاب المصلحة, 
مقاومة التغيير التي تعيق أهداف البرنامج بسبب إحداث تغيير كبير في الوعي بالرعاية الصحية الوقائية مما يؤدي إلى لا يتم تحقيق المعالم الرئيسية وقد تتأثر مؤشرات الأداء الرئيسية","جراء تدقيق في المهارات ومن ثم استحداث برامج تدريب للموظفين الحاليين, 
إجراء أنشطة توعية مجتمعية وورش عمل لإشراك أصحاب المصلحة,
 إجراء تحليل لإدارة التغيير وتنفيذ تغييرات تدريجية للحد من المقاومة","HA-1,HA-2,HA-5"
HA-4,برنامج تعزيز جودة الرعاية الصحية,يهدف البرنامج لتقديم رعاية طبية عالية الجودة تشمل الموارد والخبرات المتميزة للتركيز على الحالات ذات الأثر السلبي على جودة الحياة من قبل وحدات الممارسة المتكاملة وتحسين تجربة المريض ,الشؤون الصحية,إدارة الجودة,"خطة الانتقال لتطبيق مسارات الرعاية الصحية المحدثة
مؤشرات الأداء الرئيسية لقياس تجربة المريض وخطة التنفيذ
إطار عمل للمراقبة وإدارة الأداء 
تطوير مسارات العلاج وإرشادات الممارسات والإحالات لكل حالة
تنفيذ تطوير هيكلة مراكز التميز والتحول من هيكل مراكز التميز القائم على الأقسام إلى هيكل مراكز التميز المؤسسية ","نسبة تفعيل مسارات الرعاية الموحدة المحدثة  للعشر أمراض الأكثر شيوعاً
معدل اعادة التنويم في غضون 30 يوم من خروج  المريض
","رفع نسبة رضى المرضى
فعالية تخصيص الموارد السريرية
تقديم الرعاية الأمثل",تقديم أفضل خدمات الرعاية الصحية,يتم تحديدها لاحقا,HA-4_برنامج تعزيز جودة الرعاية الصحية,"عدم فهم  العمليات الجديدة  أو عدم تفعيلها بشكل مناسب من قبل جميع أصحاب المصلحة بسبب تضمن البرنامج تنفيذ عمليات جديدة للحوكمة ومقاييس الأداء وارتباطات الشراكة مما يؤدي إلى عدم الكفاءة، مما يؤثر على قدرة البرنامج على تحقيق أهدافه والمواءمة مع الاستراتيجيات التنظيمية, 
عدم مشاركة جميع أصحاب المصلحة (مقدمو الرعاية الصحية، وواضعو السياسات، والمرضى) بشكل كافٍ بسبب سعة نطاق البرنامج، الذي يشمل مستويات رعاية صحية متعددة مما يؤدي إلى مقاومة محتملة أو عدم التأييد، مما قد يقوض نجاح البرنامج, 
احتمال تعارض البرنامج مع لوائح الرعاية الصحية الحالية أو معايير الاعتماد بسبب التغييرات في الإرشادات السريرية ومسارات الرعاية مما يؤدي إلى عواقب قانونية محتملة والإضرار بالسمعة"," إعداد دليل مفصل للعمليات الجديدة وتنظيم ورش عمل توعية,
 تنظيم جلسات تحليل لأصحاب المصلحة وتحديد الاحتياجات والتوقعات، والعمل على توضيح فوائد البرنامج للجميع, 
مراجعة اللوائح الجديدة والقائمة باستمرار والتنسيق مع الجهات المعنية لضمان الامتثال","HA-3,HA-6,HA-4,HA-TBD,HA-1"
